"","id","userFR_bin","ses_male_bin","ses_age","age34","age35_54","alberta_bin","bcolumbia_bin","nova_scotia_bin","ontario_bin","quebec_bin","yukon_bin","ses_french_bin","educ_group","educBHS","educHS","ses_income_char","ses_income3Cat","incomeLow_bin","incomeMid_bin","ses_postalCode","ses_matStatus_char","matStatus_married_bin","ses_home_ownership_char","home_owned_bin","home_rented_bin","ses_children_char","children_bin","ses_citizenYes_bin","ses_employ_status_char","employ_fulltime_bin","ses_family_structure_char","family_first_union_bin","ses_children05_char","youngChildren","ses_children612_char","dependentChildren","ses_children1317_char","teenChildren","ses_children18_char","ses_0children18_bin","ses_1children18_bin","ses_2children18_bin","ses_3children18_bin","ses_4children18_bin","ideo_right_num.","ideo_interest_politics_num","ideo_cynicism","ideo_cynicism_char","ideo_party_them","ideo_party_bin","ideo_country_bin","budget_health_priority_num","budget_health_priority_bin","budget_education_priority_num","budget_education_priority_bin","budget_pensions_priority_num","budget_pensions_priority_bin","budget_taxes_priority_num","budget_taxes_priority_bin","budget_debt_priority_num","budget_debt_priority_bin","budget_spend_prio_health_norm","budget_spend_prio_seniors_norm","budget_spend_prio_childcare_norm","budget_spend_prio_costLiving_norm","budget_spend_prio_climateChange_norm","tradeoff_childcare_num","tradeoff_childcare_higher_taxes_num","tradeoff_childcare_by_cutting_num","tradeoff_childcare_debt_num","tradeoff_no_taxes_num","tradeoff_taxes_sales_num","tradeoff_taxes_high_income_num","tradeoff_taxes_wealthy_num","tradeoff_taxconst_char","tradeoff_capital_bin","tradeoff_sales_bin","tradeoff_income_bin","tradeoff_no_exception_bin","tradeoff_dontremember_bin","tradeoff_childcare_benefits_num","tradeoff_childcare_lowincome_num","tradeoff_childcare_char","tradeoff_childcare_benefits_bin","tradeoff_childcare_income_bin","tradeoff_childcare_dontremember_bin","tradeoff_childcare_no_mention_bin","tradeoff_senior_benefits_num","tradeoff_senior_income_num","redis_intelligence_num","redis_opportunity_num","redis_reasons_rich_num","redis_reasons_poor_num","redis_effort_num","redis_social_benefits_num","redis_welfare_num","redis_no_cheat_system_num"
"163",163,1,1,74,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"J8Y","single",0,"rented",0,1,"alone_without_children",0,1,"retired",0,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"Their party","their_party",0,1,0,0.75,1,1,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0,0.25,0.66,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,NA,0.66,NA,1,0.33,1,0.33,0.66
"164",164,1,1,65,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"H1V","single",0,"rented",0,1,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.77,0.9,"Their party","their_party",0,1,0,1,1,0.5,0,0.75,1,0.25,0,0,0,0.25,0,0,0,0.5,NA,NA,0.33,NA,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.33,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0,NA,NA,0.33,NA,0.33,0,1,0.33,0.66
"165",165,1,0,64,0,0,0,0,0,0,1,0,1,"educHS",0,1,"60001_to_90000","Mid",0,1,"G0l","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.66,0.8,"Don’t know","dont_know",0,0,0,1,1,0.75,1,0,0,0.25,0,0.5,0,0.75,0.25,0,0,0,NA,NA,NA,0.66,NA,0.33,NA,NA,"I don’t remember.",0,0,0,0,1,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.33,NA,0.33,0.33,NA,0.66,0.33,0.66,0.33
"166",166,1,1,50,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G1T","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"first_union",1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.88,0.6,"Themselves","themselves",1,0,0,1,1,0,0,0.75,1,0.5,0,0.25,0,0.5,0.25,0,0.25,0,NA,NA,NA,0.33,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,1,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.66,NA,NA,1,0,0.66,0.66,1
"167",167,1,1,44,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"J7R","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"1 enfant 13-17 ans",1,"0 enfant 18+ ans",1,0,0,0,0,0.22,1,"Themselves","themselves",1,0,0,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0.25,0.25,NA,NA,0.66,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,NA,0.33,1,NA,0,0.33,0.33,0.66
"168",168,1,1,68,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J3Y","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.9,"The country","the_country",0,0,1,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0,0.25,0.25,NA,NA,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,0.66,NA,NA,1,0.66,1,0.33,1
"169",169,1,1,38,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"H2G","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"2 enfants 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,NA,1,"Themselves","themselves",1,0,0,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,NA,NA,0,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,NA,0.66,NA,1,0,1,0.33,1
"170",170,1,1,70,0,0,0,0,0,0,1,0,1,"educHS",0,1,"150001_to_200000","High",0,0,"j6s","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"Themselves","themselves",1,0,0,1,1,0.75,1,0.25,0,0.5,0,0,0,0.5,0,0,0.25,0,NA,NA,NA,NA,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0,NA,0.66,NA,1,NA,0.33,1,0.33,1
"171",171,1,1,75,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"H1A","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"retired",0,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"1 enfant 18+ ans",0,1,0,0,0,0.33,0.6,"The country","the_country",0,0,1,1,1,0.75,1,0.5,0,0,0,0.25,0,0.5,0.25,0.25,0,0,NA,NA,0.66,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.66,NA,0.66,NA,NA,0.66,1,1,0.33,0.33
"172",172,1,1,67,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G2e","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"The country","the_country",0,0,1,1,1,0.75,1,0,0,0.25,0,0.5,0,0.5,0,0.25,0.25,0.25,0.66,NA,NA,NA,0.66,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,1,NA,NA,0.66,0.66,1,0.66,1
"173",173,1,1,31,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J9X","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"first_union",1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"Their party","their_party",0,1,0,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0,0.25,0,0.25,NA,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.66,1,NA,0.33,0.66,0.33,1
"174",174,1,1,51,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J5R","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"1 enfant 13-17 ans",1,"1 enfant 18+ ans",0,1,0,0,0,0.22,0.8,"The country","the_country",0,0,1,0.25,0,0.75,1,0,0,0.5,0,1,1,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,0.66,NA,0.66,0.33,0.66,0.33,0.66
"175",175,1,1,60,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J2H","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"The country","the_country",0,0,1,1,1,0.75,1,0.5,0,0.25,0,0,0,0.5,0.25,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,1,NA,0.66,NA,0.66,1,0.33,1
"176",176,1,0,34,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G5V","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.3,"Their party","their_party",0,1,0,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,0.66,NA,NA,1,0.33,1,0.66,0.66
"177",177,1,1,71,0,0,0,0,0,0,1,0,1,"educHS",0,1,"90001_to_110000","Mid",0,1,"G6W","married",1,"rented",0,1,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,1,"Their party","their_party",0,1,0,1,1,0.75,1,0.5,0,0.25,0,0,0,0.5,0.25,0,0,0.25,NA,NA,NA,NA,NA,NA,0.33,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,0.33,NA,0.66,1,0.66,0.33,0
"178",178,1,1,73,0,0,0,0,0,0,1,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"J0R","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"retired",0,"separate_parents",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.9,"The country","the_country",0,0,1,1,1,0.25,0,0.75,1,0,0,0.5,0,0.5,0,0,0.25,0.25,NA,NA,NA,0.33,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,1,NA,1,NA,0.66,0.66,0.66,0.66,0.66
"179",179,1,1,64,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"G1X","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"self_employed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.66,0.8,"The country","the_country",0,0,1,1,1,0.75,1,0,0,0.5,0,0.25,0,0.5,0.25,0.25,0.25,0,NA,0.33,NA,NA,NA,NA,NA,0,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,1,0.33,NA,0.33,0.66,0.33,0.33
"180",180,1,1,72,0,0,0,0,0,0,1,0,1,"educHS",0,1,"150001_to_200000","High",0,0,"G6Z","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"The country","the_country",0,0,1,0.75,1,1,1,0.5,0,0,0,0.25,0,0.5,0.25,0,0,0.25,NA,NA,NA,NA,0.33,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,1,NA,NA,1,0.33,1,0.33,1
"181",181,1,1,49,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"G0A","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"second_union",0,"0 enfant 0-5 ans",0,"1 enfant 6-12 ans",1,"0 enfant 13-17 ans",0,"1 enfant 18+ ans",0,1,0,0,0,0.66,1,"Their party","their_party",0,1,0,0.5,0,0.75,1,0,0,0.25,0,1,1,0.25,0,0.25,0,0.25,NA,NA,NA,NA,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.33,NA,0.66,0.33,NA,0.66,0.66,0.33,0.66
"182",182,1,1,55,0,0,0,0,0,1,0,0,1,"educHS",0,1,"60001_to_90000","Mid",0,1,"M5A","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"working_full_time",1,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.7,"The country","the_country",0,0,1,1,1,0.25,0,0.5,0,0.75,1,0,0,0.25,0.5,0,0,0.25,NA,NA,NA,NA,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.66,0.66,NA,0.33,0.66,0.33,0.66
"183",183,1,1,71,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G1Y","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"Themselves","themselves",1,0,0,1,1,0,0,0.5,0,0.75,1,0.25,0,0.25,0.25,0.25,0,0,NA,NA,0.66,NA,NA,NA,NA,0.33,"A capital gains tax.",1,0,0,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,1,NA,0.33,NA,0.66,0.66,0.66,1
"184",184,1,0,79,0,0,0,0,0,0,1,0,1,"educHS",0,1,"30001_to_60000","Mid",0,1,"J0B","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,1,"The country","the_country",0,0,1,1,1,0.75,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0,0.25,1,NA,NA,NA,NA,1,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,NA,0.66,NA,1,0.33,1,0.33,1
"185",185,1,1,77,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"j3a","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"The country","the_country",0,0,1,1,1,0.75,1,0,0,0.25,0,0.5,0,0.5,0.25,0,0,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,NA,0.33,1,NA,0.33,1,0.33,1
"186",186,1,0,35,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G8K","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"self_employed",0,"second_union",0,"0 enfant 0-5 ans",0,"3 enfants 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,NA,0.4,"Their party","their_party",0,1,0,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0,0.5,NA,NA,NA,NA,NA,0,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,0,1,NA,0,1,0.33,0.33
"187",187,1,1,58,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J5B","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.7,"Their party","their_party",0,1,0,1,1,0.75,1,0.5,0,0.25,0,0,0,0.5,0.25,0,0,0.25,NA,NA,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,1,NA,0.66,0.66,0.66,0.66,0.33
"188",188,1,1,76,0,0,0,0,0,0,1,0,1,"educHS",0,1,"30001_to_60000","Mid",0,1,"G1K","widower",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.9,"The country","the_country",0,0,1,0.75,1,0.25,0,0,0,0.5,0,1,1,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,1,NA,NA,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,1,NA,NA,1,0.66,NA,0.66,0.66,0.33,1
"189",189,1,1,67,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"J9X","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"The country","the_country",0,0,1,1,1,0.75,1,0,0,0.5,0,0.25,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,0.66,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,NA,0.66,NA,1,0.33,1,0.33,1
"190",190,1,0,35,0,1,0,0,0,0,1,0,1,"educHS",0,1,"60001_to_90000","Mid",0,1,"G0a","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.3,"Their party","their_party",0,1,0,1,1,0.75,1,0,0,0.5,0,0.25,0,0.25,0,0.25,0.25,0,NA,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.66,NA,1,NA,0.66,0.33,1,0.33
"191",191,1,0,73,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"J7V","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"Their party","their_party",0,1,0,1,1,0.75,1,0,0,0.5,0,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.66,NA,0.66,NA,0.33,0.66,0.66,0.66
"192",192,1,0,34,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"2W6","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"unemployed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.8,"Themselves","themselves",1,0,0,0.5,0,0.75,1,0.25,0,1,1,0,0,0.25,0.25,0,0,0.5,NA,0.33,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,1,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,1,NA,0.33,0.33,1,0.33,0.66
"193",193,1,0,45,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H2S","married",1,"rented",0,1,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"2 enfants 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.11,0.7,"Their party","their_party",0,1,0,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,0.33,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,NA,0.66,NA,1,0,1,0.33,1
"194",194,1,0,63,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G8z","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_part_time",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,1,"The country","the_country",0,0,1,0.25,0,0,0,0.5,0,0.75,1,1,1,0,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.33,"I don’t remember.",0,0,0,0,1,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0,NA,0.66,NA,0.66,NA,0.33,1,0.33,0.33
"195",195,1,0,52,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G8a","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"working_full_time",1,"first_union",1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.5,"Their party","their_party",0,1,0,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0.25,0.25,NA,NA,NA,0.66,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.33,NA,NA,0.66,0.66,0.66,0.66,1
"196",196,1,0,66,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G0N","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"The country","the_country",0,0,1,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,0.33,NA,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,NA,1,0.66,NA,0,0.66,0.66,1
"197",197,1,0,65,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G1T","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.7,"Their party","their_party",0,1,0,1,1,0.5,0,0,0,0.75,1,0.25,0,0.5,0.25,0.25,0,0,NA,NA,NA,0.66,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,1,NA,0.66,NA,0.66,1,0.66,0.66
"198",198,1,1,46,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"H2M","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.8,"Their party","their_party",0,1,0,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0,0.25,NA,NA,0.66,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.33,0.66,NA,NA,1,0.33,1,0.33,0.66
"199",199,1,1,73,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H2R","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,1,"The country","the_country",0,0,1,0.75,1,1,1,0,0,0.5,0,0.25,0,0.25,0,0.25,0,0.25,NA,NA,NA,0.66,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,1,NA,0.66,NA,1,0.66,0.66,1
"200",200,1,0,76,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G1R","single",0,"rented",0,1,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,1,"The country","the_country",0,0,1,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0,0.25,NA,0.66,NA,NA,0.33,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,0.66,NA,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,1,NA,NA,1,0.66,1,0.33,1
